Protein	A_Hi_GH	B_Hi_GH	C_Hi_GH	A_Lo_GH	B_Lo_GH	C_Lo_GH
NODE_559800_length_682_cov_2.381180_1	NA	NA	NA	24.5788830788713	22.1412714606235	24.0221679818081
NODE_568005_length_252_cov_0.974619_1	30.0972921217823	29.591974563979	29.5862105642609	29.6231986920467	NA	30.4415414606332
NODE_57_length_128647_cov_31.518975_25	25.4817048052314	26.0034036246497	26.1198979455996	NA	NA	NA
NODE_58_length_125887_cov_31.064507_47	25.8464439849734	26.2825563553978	27.2575335627154	NA	NA	NA
NODE_59_length_124764_cov_27.570993_16	26.4171886016427	26.9819614293041	27.4389687925457	NA	NA	NA
NODE_592973_length_665_cov_2.459016_1	25.3057386453927	27.6274232268959	26.5778752583337	NA	NA	NA
NODE_594337_length_242_cov_1.026738_1	27.3569943039149	27.8650231812391	27.4718128714584	NA	NA	NA
NODE_594986_length_242_cov_1.016043_1	26.6794929855626	27.09385918287	25.8899936839732	27.3000750308319	26.3593590895917	25.6052663162356
NODE_60_length_55756_cov_16.462505_7	NA	NA	NA	26.0750844388279	26.2967361656285	26.0271850127744
NODE_603540_length_503_cov_3.180804_2	28.2674948102525	27.5099790023768	28.5112993399493	26.0141647236141	NA	NA
NODE_62_length_55487_cov_16.392625_18	NA	NA	NA	27.4000704310595	26.1607975680573	27.0890266713003
NODE_62_length_55487_cov_16.392625_32	NA	NA	27.6974679213903	29.4976096242283	28.2823457239821	28.6841804267989
NODE_624254_length_650_cov_2.759664_1	25.8015386516786	NA	NA	27.4533260285344	27.5103563650011	28.7986619401609
NODE_633641_length_324_cov_2.122677_1	NA	NA	NA	31.688249975591	30.5979701236679	29.052221178076
NODE_634882_length_244_cov_10.111111_1	26.0798875268699	26.3342992719048	24.4811761377517	25.3842957750497	25.705222108183	NA
NODE_641036_length_603_cov_2.151460_1	25.2158605957185	23.968788237357	24.3697283248157	24.6678487205404	24.6345031013002	24.77167926919
NODE_64804_length_490_cov_2.025287_1	26.6327017241721	25.9595482649077	27.2319668924489	NA	NA	NA
NODE_65_length_117347_cov_28.503052_63	24.7692797506928	24.8482567571272	25.2226600506541	NA	NA	NA
NODE_652238_length_487_cov_2.650463_1	26.1502528826863	24.8429725421234	NA	26.2709910436708	26.0540549349053	26.0873178020021
NODE_678356_length_232_cov_1.209040_1	27.7500548834846	28.3992760010527	26.508105823417	NA	NA	NA
NODE_69_length_110053_cov_36.937735_93	25.0555506035115	26.5810115844117	26.5072840297451	NA	NA	NA
NODE_69_length_139239_cov_17.311135_41	NA	NA	25.8453914641295	27.3035419729595	27.7438896312993	26.1270138632214
NODE_695021_length_619_cov_2.588652_2	26.9109080150024	26.7211674193765	25.8851830305235	NA	NA	NA
NODE_697604_length_230_cov_1.097143_1	25.245975076879	27.6123148696392	26.6186292576641	NA	NA	NA
NODE_7_length_153665_cov_15.420917_105	NA	25.7977842041718	NA	25.6313977873331	25.0379587685931	24.0299656676235
NODE_70_length_110019_cov_15.608617_22	24.8194106133188	26.4796249465031	23.6963605608966	NA	NA	NA
NODE_70_length_110019_cov_15.608617_28	26.5543293565305	27.3443881935005	23.1586626897961	NA	NA	NA
NODE_70919_length_474_cov_1.439141_1	24.9536256145676	26.5309774957373	25.6561131177567	NA	NA	NA
NODE_721075_length_609_cov_1.658845_1	24.2319119769189	NA	24.5374184365192	26.6944488622412	25.2248286840196	26.5385733151529
NODE_72585_length_581_cov_2.547529_1	NA	NA	NA	24.1981302569068	27.1642293261144	26.3658075781704
NODE_740168_length_225_cov_1.794118_1	NA	NA	NA	27.5205267562375	26.244596694164	26.0788956220106
NODE_746323_length_305_cov_1.152000_1	26.3147890026898	25.3701275762478	25.4586701912568	27.0067802806724	26.0396747930103	26.9009263084334
NODE_746512_length_233_cov_1.949438_1	27.8364620551398	27.7469838890895	27.5752804823809	NA	NA	NA
NODE_75_length_101378_cov_26.619928_17	26.7120712894613	26.8419908623163	26.8395831967492	NA	NA	NA
NODE_75273_length_464_cov_1.545232_2	29.8968622542657	29.7119442916495	27.8996017046023	NA	28.8498951673263	NA
NODE_7567_length_990_cov_2.365775_1	27.4915612313594	31.8941525353479	31.2506761451492	NA	29.4207140732904	NA
NODE_76278_length_457_cov_2.388060_1	NA	NA	NA	26.1853120725435	26.2369554758019	26.0586239950506
NODE_7736_length_3176_cov_3.322333_1	26.2253804471505	NA	NA	30.1178066400354	26.8569746524655	26.4609522692846
NODE_78256_length_543_cov_2.163934_1	NA	NA	NA	27.2520532473419	25.0496375340213	27.8799474826028
NODE_786077_length_449_cov_1.949239_1	25.4528659131103	27.6538979684776	NA	26.0947895238686	26.8222584470094	26.7351830971552
NODE_78658_length_953_cov_29.283964_1	24.6609581912727	27.1404352334149	27.6431615173011	22.7027040894407	24.7446588113508	23.7526154410918
NODE_798729_length_579_cov_3.708015_1	NA	NA	NA	27.8699719929944	26.5122756124006	25.8876019822607
NODE_8_length_490911_cov_53.709770_168	27.7253040857251	27.5208676590416	28.5448571005715	NA	27.2699038380614	NA
NODE_80236_length_318_cov_1.467681_1	25.8006009553905	26.7542923449267	25.6443294084112	NA	NA	NA
NODE_812_length_33822_cov_6.741434_37	28.4514799693691	27.1534456504012	25.62377256094	NA	NA	NA
NODE_824_length_13977_cov_5.821003_15	29.3892367274819	31.0179038645688	30.2766411039582	30.9862610605919	26.0870749581175	26.0646182818379
NODE_833370_length_291_cov_2.033898_1	24.904582807398	26.2800311724226	24.7532277687807	NA	NA	NA
NODE_841681_length_441_cov_1.790155_1	26.3162918911346	27.0564136325776	26.5804653757994	NA	NA	NA
NODE_842_length_13569_cov_63.198609_6	24.1769121052877	28.3575325251884	27.5695710945149	NA	27.3996199003521	NA
NODE_8463_length_1634_cov_2.790374_2	28.6324937281546	24.998217502989	24.3011048478536	24.4342174149346	NA	NA
NODE_8517_length_4155_cov_2.485366_2	25.0928062880625	28.3743780905504	26.4813624766503	25.4146426590783	24.925922006183	21.4904729061734
NODE_853936_length_214_cov_1.012579_1	24.1811656053832	25.0393401192187	24.361117585567	NA	23.9422589080904	24.6701742964505
NODE_8596_length_1984_cov_3.481597_2	25.5690628945305	26.6215665407436	26.7423972315096	NA	NA	NA
NODE_8725_length_2842_cov_14.809473_5	NA	NA	27.6724286871988	28.9114795831097	27.2738210624241	30.4146789461423
NODE_88_length_88402_cov_66.529469_4	25.018140058927	23.2209309098011	25.0763899345285	NA	24.5205529823902	NA
NODE_88139_length_928_cov_2.009164_1	NA	25.0277882475659	27.0863309943352	28.0240614561832	26.6582635738238	26.452572179093
NODE_88924_length_438_cov_3.584856_1	27.3953095349399	26.5948349029956	27.6259961082156	NA	NA	NA
NODE_905332_length_281_cov_1.787611_1	23.6148720181495	28.3270170187948	24.9136951260494	NA	NA	NA
NODE_92_length_86032_cov_31.048373_59	26.3875045859416	27.6046611470832	27.7223705409383	NA	23.8426049581827	NA
NODE_93_length_85626_cov_14.768800_80	26.166285746614	27.1399655214927	25.8700190430235	NA	NA	NA
NODE_936124_length_155_cov_5.360000_1	25.702899564762	26.7259844356743	25.5327004941711	NA	NA	NA
NODE_939751_length_214_cov_1.899371_1	25.8352214933018	26.4565646666328	26.4043000186932	NA	25.5332650858051	24.7641041938152
NODE_9467_length_1514_cov_3.630569_1	25.7918113293708	25.3527581996607	26.0488272471045	NA	NA	NA
NODE_95_length_83977_cov_30.953516_10	26.884917241324	27.952327911564	28.6289518968244	NA	NA	NA
NODE_96_length_40397_cov_17.936493_23	NA	NA	NA	26.436165128463	26.2459545317189	26.151116809646
NODE_96441_length_483_cov_0.892523_2	23.9452094799936	26.1358462542292	29.4228738719507	NA	24.2219192440447	27.8816286597968
NODE_976_length_4120_cov_33.131119_2	24.1113184566198	25.3389213204642	23.5884081254736	NA	NA	NA
NODE_978740_length_405_cov_2.434286_1	NA	27.3145815848128	NA	29.2098985669849	27.9697215749735	26.8773131173653
NODE_98011_length_301_cov_1.784553_1	26.793523933469	26.8188501209942	26.8456546663369	29.3654825695432	28.3480705621916	28.0898752976382
sp|A6BLY7|K1C28_MOUSE	24.9147218010382	28.6720914276791	30.2506761451492	25.8876484608381	25.6835677921628	26.5585186916967
sp|E9Q7P9|CDHR2_MOUSE	26.0582455128401	26.2672090290322	26.4773084112703	28.0496364954833	27.7064892578936	27.8161481756875
sp|P01592|IGJ_MOUSE	25.7307918989598	24.0673496677944	25.4336286085231	25.4729595031687	25.5676856199238	24.8289469641696
sp|P07724|ALBU_MOUSE	23.7385112339019	23.9696535166411	22.673057128574	26.4622636116329	NA	24.8006503230241
sp|P12787|COX5A_MOUSE	NA	NA	NA	26.9169551460962	24.3522092859615	24.8814302894472
sp|P30275|KCRU_MOUSE	27.0226759730249	26.7482962594512	25.8450324746265	NA	NA	24.7902458698596
sp|Q11136|PEPD_MOUSE	24.516244506322	NA	25.5835673910584	26.4184775836622	24.9160850084297	27.0542572694065
sp|Q3TTY5|K22E_MOUSE	24.6474619398718	25.9687091504242	27.9005232968664	NA	NA	26.110542091682
sp|Q3UV17|K22O_MOUSE	29.0844111120981	30.3769973285625	32.1047001680076	28.1223809372403	28.2296311370432	NA
sp|Q8K0C9|GMDS_MOUSE	28.320059497671	28.3532126633724	27.5016519536271	27.8616553649322	NA	27.4231010311285
sp|Q9CQ52|CEL3B_MOUSE	27.8517003136644	27.7093553779372	28.3994770263951	28.4517121001221	28.5537100967237	28.9181801179666
sp|Q9CR35|CTRB1_MOUSE	25.5722762507874	NA	25.3648952827427	25.7354155420463	22.9714790021418	26.9407813561294
tr|A0A571BDS5|A0A571BDS5_MOUSE	NA	NA	NA	26.8710678602334	24.8354263197436	26.4143772429734
tr|Q9Z1R9|Q9Z1R9_MOUSE	28.81967453801	27.9616369870447	28.40863571443	27.8374747157478	28.2650325562557	27.9036220919281
